WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.219.110:8080
Press CTRL+C to quit
192.168.137.50 - - [29/Jun/2026 04:36:55] "GET /packages/rear_app_slot_confirm_candidate.bin HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:15] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:16] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:17] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:18] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:18] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:18] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:19] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:19] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:20] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:20] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:21] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:21] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:22] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:23] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:24] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:24] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:24] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:25] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:25] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:26] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:26] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:27] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:27] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:28] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:29] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:30] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:30] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:30] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:30] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:31] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:31] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:32] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:32] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:33] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:33] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:34] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:35] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:36] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:36] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:36] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:37] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:37] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:38] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:38] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:39] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:39] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:40] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:41] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:42] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:42] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:42] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:43] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:43] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:44] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:44] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:45] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:45] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:46] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:47] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:48] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:48] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:48] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:49] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:49] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:49] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:50] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:50] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:51] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:51] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:52] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:53] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:54] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:54] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:54] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:55] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:55] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:57] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:57] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:58] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:57:59] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:00] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:00] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:00] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:01] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:01] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:02] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:02] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:03] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:03] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:04] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:05] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:06] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:06] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:06] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:07] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:07] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:08] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:08] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:45] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:58:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:59:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:00:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:01:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:02:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:12] "GET /api/vehicle/health HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:12] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:12] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:26] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:39] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:52] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:53] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:54] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:54] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:54] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:55] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:55] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:55] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:57] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:57] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:58] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:59] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:59] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:59] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:59] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:03:59] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:00] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:00] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:00] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:01] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:01] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:01] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:02] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:02] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:02] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:02] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:03] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:03] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:03] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:04] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:05] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:05] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:05] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:05] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:05] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:06] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:06] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:06] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:06] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:07] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 05:04:07] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
